Year,ProvinceName,DistrictName,CropName,Total_Weighted_Consumption_Qty_Kg,Total_Weighted_Consumption_Value_Rwf,Num_Households_Observed
2020,Eastern Province,Gatsibo,Irish potatoes,418986.74980138615,137423090.90693486,486
2020,Eastern Province,Gatsibo,Maize,602832.338947675,281544927.1135042,486
2020,Eastern Province,Gatsibo,Tomatoes,151456.00249717542,62017292.25274307,486
2020,Eastern Province,Kayonza,Beans,436006.481148095,261057439.11372322,486
2020,Eastern Province,Kayonza,Cassava,388111.1704919167,139168383.24313986,486
2020,Eastern Province,Kayonza,Irish potatoes,464870.7737797509,187202488.8395779,486
2020,Eastern Province,Kayonza,Maize,501434.3541615066,218072973.97115615,486
2020,Eastern Province,Kayonza,Tomatoes,155728.70388042027,68355104.30244899,486
2020,Eastern Province,Kirehe,Beans,342788.5350170348,198785804.0698775,485
2020,Eastern Province,Kirehe,Cassava,375787.3686989999,162564875.92956337,485
2020,Eastern Province,Kirehe,Irish potatoes,468146.99276558956,160161229.71929687,485
2020,Eastern Province,Kirehe,Maize,347136.6552022676,160905631.33408472,485
2020,Eastern Province,Kirehe,Tomatoes,108629.14007161671,65593128.94880933,485
2020,Eastern Province,Ngoma,Beans,363961.36894086964,231968416.38876513,486
2020,Eastern Province,Ngoma,Cassava,290769.28693038353,115100474.80030926,486
2020,Eastern Province,Ngoma,Irish potatoes,321416.1371209748,110781785.1378704,486
2020,Eastern Province,Ngoma,Maize,299906.77062647,126853333.70577538,486
2020,Eastern Province,Ngoma,Tomatoes,94467.37844727963,53150501.7822119,486
2020,Eastern Province,Nyagatare,Beans,276250.9884661616,167548269.391521,486
2020,Eastern Province,Nyagatare,Cassava,333365.9856401185,150603463.32273757,486
2020,Eastern Province,Nyagatare,Irish potatoes,249330.533050094,96940299.70771123,486
2020,Eastern Province,Nyagatare,Maize,244284.61487630295,116792333.55716142,486
2020,Eastern Province,Nyagatare,Tomatoes,94634.03593302814,51418853.91241975,486
2020,Eastern Province,Rwamagana,Beans,356670.7726092221,213089547.38155714,486
2020,Eastern Province,Rwamagana,Cassava,435934.7948793998,201508756.4250672,486
2020,Eastern Province,Rwamagana,Irish potatoes,274492.09321338823,143615939.50951254,486
2020,Eastern Province,Rwamagana,Maize,388685.05768531194,201888614.41481394,486
2020,Eastern Province,Rwamagana,Tomatoes,183910.37281029078,93035211.09928918,486
2020,Kigali City,Gasabo,Beans,561076.2958975692,350377248.74334246,644
2020,Kigali City,Gasabo,Cassava,417899.4529030657,257910929.15498012,644
2020,Kigali City,Gasabo,Irish potatoes,1133067.1339033842,565033086.6769649,644
2020,Kigali City,Gasabo,Maize,394092.6974768985,269230764.1319552,644
2020,Kigali City,Gasabo,Tomatoes,304332.2218149193,231961125.46365735,644
2020,Kigali City,Kicukiro,Beans,241510.81731290877,149723538.08089995,647
2020,Kigali City,Kicukiro,Cassava,161643.84651795775,100096308.49546462,647
2020,Kigali City,Kicukiro,Irish potatoes,654030.8377424103,331886528.2557172,647
2020,Kigali City,Kicukiro,Maize,204636.1042944933,122071171.76093611,647
2020,Kigali City,Kicukiro,Tomatoes,160300.55415601222,119068763.64815262,647
2020,Kigali City,Nyarugenge,Beans,217786.4550402059,116374990.82314016,647
2020,Kigali City,Nyarugenge,Cassava,177780.2259569967,123110560.22847588,647
2020,Kigali City,Nyarugenge,Irish potatoes,550362.3252107397,275389573.5864235,647
2020,Kigali City,Nyarugenge,Maize,149723.2759379711,99082728.7509541,647
2020,Kigali City,Nyarugenge,Tomatoes,127292.30266048624,99022906.77731165,647
2020,Northern Province,Burera,Beans,314411.9595546127,226143343.2505891,486
2020,Northern Province,Burera,Cassava,282360.2290446576,139914478.9150507,486
2020,Northern Province,Burera,Irish potatoes,446908.1467490174,202047180.3400542,486
2020,Northern Province,Burera,Maize,208025.00883558558,105752417.80683854,486
2020,Northern Province,Burera,Tomatoes,85594.45821230437,50138424.98520614,486
2020,Northern Province,Gakenke,Beans,372978.30441274657,259376158.36613613,486
2020,Northern Province,Gakenke,Cassava,241323.55303902307,106637736.09166391,486
2020,Northern Province,Gakenke,Irish potatoes,298261.7346077691,133763049.46482016,486
2020,Northern Province,Gakenke,Maize,256564.84453223078,115773029.47159508,486
2020,Northern Province,Gakenke,Tomatoes,47481.3574350523,29116060.728149764,486
2020,Northern Province,Gicumbi,Beans,430016.9227699623,328550756.8226345,486
2020,Northern Province,Gicumbi,Cassava,84067.9972963036,42389502.49630532,486
2020,Northern Province,Gicumbi,Irish potatoes,1058783.77597517,459913205.42699045,486
2020,Northern Province,Gicumbi,Maize,385963.0833013286,201244544.92691058,486
2020,Northern Province,Gicumbi,Tomatoes,88553.66276859934,66955014.38645476,486
2020,Northern Province,Musanze,Beans,331970.71974290314,261267414.29365155,486
2020,Northern Province,Musanze,Cassava,29599.491364284957,11576994.673579676,486
2020,Northern Province,Musanze,Irish potatoes,898840.0431220725,344152995.35522777,486
2020,Northern Province,Musanze,Maize,310979.6476538622,155380667.32234848,486
2020,Northern Province,Musanze,Tomatoes,29255.64791407653,20642167.30227623,486
2020,Northern Province,Rulindo,Beans,462487.6993875195,298701819.00782275,486
2020,Northern Province,Rulindo,Cassava,166880.18954437415,58352237.13208043,486
2020,Northern Province,Rulindo,Irish potatoes,840027.8143341393,328040117.21218324,486
2020,Northern Province,Rulindo,Maize,293177.6052047467,170307565.52001333,486
2020,Northern Province,Rulindo,Tomatoes,65565.02556383002,38288660.69217121,486
2020,Southern Province,Gisagara,Beans,300851.36983941204,182830480.5369589,486
2020,Southern Province,Gisagara,Cassava,314466.971494454,116794573.85745753,486
2020,Southern Province,Gisagara,Irish potatoes,107686.53974272925,45440287.57549078,486
2020,Southern Province,Gisagara,Maize,347069.3366731924,132842032.12059054,486
2020,Southern Province,Gisagara,Tomatoes,78091.98522093872,35904491.59958891,486
2020,Southern Province,Huye,Beans,275940.4811187267,168680529.62892658,485
2020,Southern Province,Huye,Cassava,276069.4553985336,106824612.55565614,485
2020,Southern Province,Huye,Irish potatoes,160906.97823023488,73526404.6571738,485
2020,Southern Province,Huye,Maize,268043.4447941751,132884788.8628831,485
2020,Southern Province,Huye,Tomatoes,81075.68843374304,47551037.31333833,485
2020,Southern Province,Kamonyi,Beans,349327.2478647462,207060881.29635575,484
2020,Southern Province,Kamonyi,Cassava,450453.14945640514,235580872.31487143,484
2020,Southern Province,Kamonyi,Irish potatoes,221796.6054030077,103859352.77519861,484
2020,Southern Province,Kamonyi,Maize,207109.35919792164,119439419.32589181,484
2020,Southern Province,Kamonyi,Tomatoes,96963.70943967922,68790907.80505882,484
2020,Southern Province,Muhanga,Beans,250910.19762263997,165180375.65815127,486
2020,Southern Province,Muhanga,Cassava,365663.211161523,182069105.27735713,486
2020,Southern Province,Muhanga,Irish potatoes,177356.4613663485,89381611.58320941,486
2020,Southern Province,Muhanga,Maize,154137.64630910868,78432021.450854,486
2020,Southern Province,Muhanga,Tomatoes,89195.91058059206,52181551.62894852,486
2020,Southern Province,Nyamagabe,Beans,322400.22361093375,228930882.48309335,486
2020,Southern Province,Nyamagabe,Cassava,180066.82578397405,70904887.99145235,486
2020,Southern Province,Nyamagabe,Irish potatoes,433786.83473979944,197900897.6443572,486
2020,Southern Province,Nyamagabe,Maize,183998.29466135317,100110869.57801048,486
2020,Southern Province,Nyamagabe,Tomatoes,22511.87711226895,13561342.230302239,486
2020,Southern Province,Nyanza,Beans,250006.8638254874,160450489.54508278,486
2020,Southern Province,Nyanza,Cassava,374791.8790242887,166856264.67438993,486
2020,Southern Province,Nyanza,Irish potatoes,133121.10337010765,67250352.02914968,486
2020,Southern Province,Nyanza,Maize,226974.4781036358,105479214.71858831,486
2020,Southern Province,Nyanza,Tomatoes,87020.86358959069,41966512.716344915,486
2020,Southern Province,Nyaruguru,Beans,236782.93943032678,162601144.73156327,486
2020,Southern Province,Nyaruguru,Cassava,142369.35175732852,43426096.76309879,486
2020,Southern Province,Nyaruguru,Irish potatoes,245790.31057668058,89227887.42760542,486
2020,Southern Province,Nyaruguru,Maize,220218.0759841598,116181545.47437872,486
2020,Southern Province,Nyaruguru,Tomatoes,22725.603061650432,10841073.916711839,486
2020,Southern Province,Ruhango,Beans,243071.74328772756,140699430.0160837,486
2020,Southern Province,Ruhango,Cassava,422988.2576343116,167410964.12103316,486
2020,Southern Province,Ruhango,Irish potatoes,141031.86324921262,61472095.87528905,486
2020,Southern Province,Ruhango,Maize,190158.24097643513,101178502.63757706,486
2020,Southern Province,Ruhango,Tomatoes,85004.48726057926,39596246.10830731,486
2020,Western Province,Karongi,Beans,291133.87478951673,200150436.55137807,486
2020,Western Province,Karongi,Cassava,258962.97467411563,93923944.9160721,486
2020,Western Province,Karongi,Irish potatoes,252010.76945540973,112412638.99780057,486
2020,Western Province,Karongi,Maize,193306.20859413728,99077140.95450507,486
2020,Western Province,Karongi,Tomatoes,34902.20838216537,21126402.874684114,486
2020,Western Province,Ngororero,Beans,345229.84391261666,260833876.66956216,486
2020,Western Province,Ngororero,Cassava,153709.5760348229,58646774.486760244,486
2020,Western Province,Ngororero,Irish potatoes,562109.4751280145,240937813.0123647,486
2020,Western Province,Ngororero,Maize,312862.67696935014,155909380.37232885,486
2020,Western Province,Ngororero,Tomatoes,29857.59239891913,21102703.99319763,486
2020,Western Province,Nyabihu,Beans,338996.35571234615,255185222.02666813,485
2020,Western Province,Nyabihu,Cassava,98555.02994857958,50185195.762489386,485
2020,Western Province,Nyabihu,Irish potatoes,968982.4150798058,412362035.9453951,485
2020,Western Province,Nyabihu,Maize,357110.1627490365,177927509.92439368,485
2020,Western Province,Nyabihu,Tomatoes,85146.95690678849,61205590.12732771,485
2020,Western Province,Nyamasheke,Beans,273463.8061568268,155337342.94092447,486
2020,Western Province,Nyamasheke,Cassava,383174.25715487596,182398843.99544755,486
2020,Western Province,Nyamasheke,Irish potatoes,146446.9853960176,79091289.90788898,486
2020,Western Province,Nyamasheke,Maize,318995.7864920061,175555267.370223,486
2020,Western Province,Nyamasheke,Tomatoes,80089.17053293886,55473025.78109724,486
2020,Western Province,Rubavu,Beans,324380.9396938536,217189903.80323994,486
2020,Western Province,Rubavu,Cassava,55082.188364968446,23391236.126573,486
2020,Western Province,Rubavu,Irish potatoes,861485.6524569585,311513981.0242833,486
2020,Western Province,Rubavu,Maize,328581.83028457925,164776178.57133403,486
2020,Western Province,Rubavu,Tomatoes,38127.49210623808,24655999.729193922,486
2020,Western Province,Rusizi,Beans,321738.6263346033,206130562.1880456,485
2020,Western Province,Rusizi,Cassava,162754.09415693267,67546649.06163472,485
2020,Western Province,Rusizi,Irish potatoes,364141.4633008046,146547526.0725102,485
2020,Western Province,Rusizi,Maize,231004.9827996187,109808278.76107828,485
2020,Western Province,Rusizi,Tomatoes,30493.926820725483,16351743.615893174,485
2020,Western Province,Rutsiro,Beans,216034.72696041776,144866079.50025773,486
2020,Western Province,Rutsiro,Cassava,385226.92925593385,141840859.96088612,486
2020,Western Province,Rutsiro,Irish potatoes,107822.6673880034,54326426.80388997,486
2020,Western Province,Rutsiro,Maize,224613.16056992172,106781237.19634216,486
2020,Western Province,Rutsiro,Tomatoes,54442.621089660206,38919341.68859437,486
2020,Eastern Province,Bugesera,Beans,9306.676597195265,5006948.565795231,72
2020,Eastern Province,Bugesera,Cassava,5626.441353201866,3552239.484167099,72
2020,Eastern Province,Bugesera,Irish potatoes,4936.199168205261,2644984.173564911,72
2020,Eastern Province,Bugesera,Maize,6547.050557266772,2946223.76387043,72
2020,Eastern Province,Bugesera,Tomatoes,1865.8214927197348,1568522.9545211792,72
2020,Eastern Province,Gatsibo,Beans,44810.666108116166,22370685.726384163,312
2020,Eastern Province,Gatsibo,Cassava,8885.485652670786,3127337.803902626,312
2020,Eastern Province,Gatsibo,Irish potatoes,9917.552163533808,4968570.188999176,312
2020,Eastern Province,Gatsibo,Maize,41640.41732701451,20508517.85023222,312
2020,Eastern Province,Gatsibo,Tomatoes,3875.7916834137523,2660893.0748820305,312
2020,Eastern Province,Kayonza,Beans,35030.26460168656,19330945.940283585,100
2020,Eastern Province,Kayonza,Cassava,21269.902907928597,7734367.177000046,100
2020,Eastern Province,Kayonza,Irish potatoes,11464.956170916294,4760658.558708668,100
2020,Eastern Province,Kayonza,Maize,19893.094515503577,11656573.676365852,100
2020,Eastern Province,Kayonza,Tomatoes,8137.349167692439,3164404.072561264,100
2020,Eastern Province,Kirehe,Beans,22995.59986820659,12173862.748129273,72
2020,Eastern Province,Kirehe,Cassava,19069.458541397904,5487826.709722901,72
2020,Eastern Province,Kirehe,Irish potatoes,28967.022784430388,7702109.750900269,72
2020,Eastern Province,Kirehe,Maize,10897.69417371399,5620818.238867188,72
2020,Eastern Province,Kirehe,Tomatoes,6805.513321295998,3677905.1670074463,72
2020,Eastern Province,Ngoma,Beans,78532.43009016008,38735327.23673248,72
2020,Eastern Province,Ngoma,Cassava,38688.61079115134,20628269.38572998,72
2020,Eastern Province,Ngoma,Irish potatoes,140316.97065735122,30655323.413352966,72
2020,Eastern Province,Ngoma,Maize,26894.501246902313,14699076.382331848,72
2020,Eastern Province,Ngoma,Tomatoes,10304.877803978223,5627343.796920776,72
2020,Eastern Province,Nyagatare,Beans,27715.45015181846,15530478.336794242,144
2020,Eastern Province,Nyagatare,Cassava,28040.50267457962,11865516.642246246,144
2020,Eastern Province,Nyagatare,Irish potatoes,30909.44733957196,9817158.103801727,144
2020,Eastern Province,Nyagatare,Maize,30942.102616258355,9858692.47536087,144
2020,Eastern Province,Nyagatare,Tomatoes,6724.467347435151,3479333.0678367615,144
2020,Eastern Province,Rwamagana,Beans,37782.789048539984,29352369.26170349,50
2020,Eastern Province,Rwamagana,Cassava,48330.66871965,22194344.65725403,50
2020,Eastern Province,Rwamagana,Irish potatoes,42104.3677444458,20690314.245147705,50
2020,Eastern Province,Rwamagana,Maize,32375.068196088465,17980289.61906433,50
2020,Eastern Province,Rwamagana,Tomatoes,16060.43502276804,5173555.582199097,50
2020,Kigali City,Gasabo,Beans,14787.969177054705,7885174.885747552,342
2020,Kigali City,Gasabo,Cassava,10565.843013263135,6978897.0312616825,342
2020,Kigali City,Gasabo,Irish potatoes,27124.71253588276,10242155.283241415,342
2020,Kigali City,Gasabo,Maize,24607.440796409828,11292146.804634536,342
2020,Kigali City,Gasabo,Tomatoes,5439.298684408971,2871977.6051638005,342
2020,Kigali City,Kicukiro,Beans,4438.660124096457,2765336.9860328673,36
2020,Kigali City,Kicukiro,Cassava,3252.2593966827394,1753339.8666381836,36
2020,Kigali City,Kicukiro,Irish potatoes,7519.392827987671,2984207.540283203,36
2020,Kigali City,Kicukiro,Maize,12031.99947048102,4159865.372489929,36
2020,Kigali City,Kicukiro,Tomatoes,1498.5724037017053,766520.4029083252,36
2020,Kigali City,Nyarugenge,Beans,11130.296675124864,6219675.957321167,60
2020,Kigali City,Nyarugenge,Cassava,10830.22022772729,6808291.38677597,60
2020,Kigali City,Nyarugenge,Irish potatoes,13210.96370720147,5723296.536140442,60
2020,Kigali City,Nyarugenge,Maize,19766.747710777378,8506052.790395737,60
2020,Kigali City,Nyarugenge,Tomatoes,3586.4170091126493,2829956.3816070557,60
2020,Northern Province,Burera,Beans,12886.38965140066,9663655.700014662,282
2020,Northern Province,Burera,Cassava,10571.504677288736,4224970.741488218,282
2020,Northern Province,Burera,Irish potatoes,14421.452317953228,6170601.015826893,282
2020,Northern Province,Burera,Maize,11557.203373765607,4649195.995640134,282
2020,Northern Province,Burera,Tomatoes,1917.3383551315299,1214949.1229951382,282
2020,Northern Province,Gakenke,Beans,51907.495899697344,62477292.546224594,72
2020,Northern Province,Gakenke,Cassava,52748.766397285464,26387073.906946182,72
2020,Northern Province,Gakenke,Irish potatoes,74118.82319934925,29493544.62087784,72
2020,Northern Province,Gakenke,Maize,60927.42903525315,21925196.93396454,72
2020,Northern Province,Gakenke,Tomatoes,5477.855549868806,4167243.9965057373,72
2020,Northern Province,Gicumbi,Beans,56334.244250766926,36940892.735394284,72
2020,Northern Province,Gicumbi,Cassava,7395.434211730957,2342958.6067199707,72
2020,Northern Province,Gicumbi,Irish potatoes,152973.71756610795,62233664.77659607,72
2020,Northern Province,Gicumbi,Maize,76659.18810814738,27979560.573243715,72
2020,Northern Province,Gicumbi,Tomatoes,4736.0379912611725,3136698.9477355955,72
2020,Northern Province,Musanze,Beans,88086.91777558153,64806796.78455009,156
2020,Northern Province,Musanze,Cassava,7272.905220031738,2118949.967765808,156
2020,Northern Province,Musanze,Irish potatoes,260605.77363587054,75647932.74682693,156
2020,Northern Province,Musanze,Maize,58180.60988700657,25757539.970874786,156
2020,Northern Province,Musanze,Tomatoes,4744.1733977067415,3711761.4141464233,156
2020,Northern Province,Rulindo,Beans,65658.54143912741,42978750.81167115,288
2020,Northern Province,Rulindo,Cassava,17811.393074597137,5588441.8154473305,288
2020,Northern Province,Rulindo,Irish potatoes,95548.678249845,42116484.74410057,288
2020,Northern Province,Rulindo,Maize,47202.184274153486,29671058.354038715,288
2020,Northern Province,Rulindo,Tomatoes,6865.785105247419,3179442.3134994507,288
2020,Southern Province,Gisagara,Beans,55075.74310140817,40585149.21860657,72
2020,Southern Province,Gisagara,Cassava,53002.46254560852,26491780.49648285,72
2020,Southern Province,Gisagara,Irish potatoes,22918.181205581448,7176720.148561096,72
2020,Southern Province,Gisagara,Maize,66276.66852172729,36291594.86293335,72
2020,Southern Province,Gisagara,Tomatoes,24782.901878893204,4979677.676686096,72
2020,Southern Province,Huye,Beans,58490.82130481484,34769328.43584671,90
2020,Southern Province,Huye,Cassava,24219.622275415353,9469202.464416504,90
2020,Southern Province,Huye,Irish potatoes,27369.55648077951,10429672.242889404,90
2020,Southern Province,Huye,Maize,25030.588554901697,16243362.178245544,90
2020,Southern Province,Huye,Tomatoes,9619.743462082162,3709090.935057068,90
2020,Southern Province,Kamonyi,Beans,28621.157816475625,11551471.14544716,120
2020,Southern Province,Kamonyi,Cassava,24258.098812171396,13495007.62581253,120
2020,Southern Province,Kamonyi,Irish potatoes,19946.621054218333,7374306.221218109,120
2020,Southern Province,Kamonyi,Maize,12682.825198028544,7213053.5873153685,120
2020,Southern Province,Kamonyi,Tomatoes,7240.537749351638,3360223.2312007905,120
2020,Southern Province,Muhanga,Beans,17495.263147671718,9678881.853779221,167
2020,Southern Province,Muhanga,Cassava,19937.274462716916,9136415.549352074,167
2020,Southern Province,Muhanga,Irish potatoes,19737.12772622931,7758445.152667999,167
2020,Southern Province,Muhanga,Maize,17379.52102582236,7692991.844956398,167
2020,Southern Province,Muhanga,Tomatoes,5457.217218376095,3042618.537133408,167
2020,Southern Province,Nyamagabe,Beans,69956.94597057706,42390475.344200134,144
2020,Southern Province,Nyamagabe,Cassava,40527.49520975881,11238959.65506134,144
2020,Southern Province,Nyamagabe,Irish potatoes,109307.57768205884,38049896.89762848,144
2020,Southern Province,Nyamagabe,Maize,27780.40837167139,14502552.606576156,144
2020,Southern Province,Nyamagabe,Tomatoes,1948.9928945267945,1464880.7706832886,144
2020,Southern Province,Nyanza,Beans,64361.615832433585,25246338.344299316,60
2020,Southern Province,Nyanza,Cassava,30882.685184988146,14889035.529661179,60
2020,Southern Province,Nyanza,Irish potatoes,18009.146657943726,8065912.98538208,60
2020,Southern Province,Nyanza,Maize,32238.636337016524,17560685.000514984,60
2020,Southern Province,Nyanza,Tomatoes,8772.299155227278,4713842.314872742,60
2020,Southern Province,Nyaruguru,Beans,31523.508263520573,20201377.36586838,72
2020,Southern Province,Nyaruguru,Cassava,14783.143149375916,6067001.185178757,72
2020,Southern Province,Nyaruguru,Irish potatoes,12809.158839416505,4704104.0603637695,72
2020,Southern Province,Nyaruguru,Maize,55532.73227406384,19668787.546147157,72
2020,Southern Province,Nyaruguru,Tomatoes,1839.8445245900393,721995.1593399048,72
2020,Southern Province,Ruhango,Beans,35274.20889277422,16284539.600683212,108
2020,Southern Province,Ruhango,Cassava,25165.14868927002,10591267.457637787,108
2020,Southern Province,Ruhango,Irish potatoes,3329.989212036133,1941486.5021514893,108
2020,Southern Province,Ruhango,Maize,16665.592416720876,8102982.926139832,108
2020,Southern Province,Ruhango,Tomatoes,7623.455886129815,3392910.3440559385,108
2020,Western Province,Karongi,Beans,32777.22199031698,28076731.729470063,100
2020,Western Province,Karongi,Cassava,39085.77830545619,13878494.456253052,100
2020,Western Province,Karongi,Irish potatoes,35987.708346508705,17094579.86026764,100
2020,Western Province,Karongi,Maize,20289.88516884837,11936617.328163147,100
2020,Western Province,Karongi,Tomatoes,6464.965134743519,3234989.447177887,100
2020,Western Province,Ngororero,Beans,38444.99480320079,25959028.65640502,96
2020,Western Province,Ngororero,Cassava,14592.912774324417,4225916.378736496,96
2020,Western Province,Ngororero,Irish potatoes,34468.28636861458,14070677.682099532,96
2020,Western Province,Ngororero,Maize,31147.48543276859,19415235.306140043,96
2020,Western Province,Ngororero,Tomatoes,2778.2565282969126,1878724.5538711548,96
2020,Western Province,Nyabihu,Beans,42713.30041703331,39588412.190963745,84
2020,Western Province,Nyabihu,Cassava,18632.63506851372,8863828.143882751,84
2020,Western Province,Nyabihu,Irish potatoes,141696.9233745461,36894119.75364685,84
2020,Western Province,Nyabihu,Maize,48630.95000658969,15519099.39956665,84
2020,Western Province,Nyabihu,Tomatoes,6361.036883525045,4642766.748016357,84
2020,Western Province,Nyamasheke,Beans,26258.92555382529,18288793.206481934,144
2020,Western Province,Nyamasheke,Cassava,52358.01759046747,22882990.290880583,144
2020,Western Province,Nyamasheke,Irish potatoes,5222.475684958171,3014891.7913246155,144
2020,Western Province,Nyamasheke,Maize,36057.28073620708,19664641.165305328,144
2020,Western Province,Nyamasheke,Tomatoes,6494.143446003941,5102903.468738556,144
2020,Western Province,Rubavu,Beans,48477.12219173186,32818816.370308686,72
2020,Western Province,Rubavu,Cassava,7681.627434768677,3305332.9010009766,72
2020,Western Province,Rubavu,Irish potatoes,151180.6714265078,43939326.18484497,72
2020,Western Province,Rubavu,Maize,55834.65219503896,26225758.437576294,72
2020,Western Province,Rubavu,Tomatoes,4173.466187504391,3562375.881958008,72
2020,Western Province,Rusizi,Beans,103953.7724822205,65468569.033009335,180
2020,Western Province,Rusizi,Cassava,86789.61430159501,51243429.629377365,180
2020,Western Province,Rusizi,Irish potatoes,86641.72607002353,33560551.20067024,180
2020,Western Province,Rusizi,Maize,35999.64115041072,18423819.56147194,180
2020,Western Province,Rusizi,Tomatoes,7925.7570105237555,6627991.9775009155,180
2020,Western Province,Rutsiro,Beans,60491.36078208371,34653324.290268704,132
2020,Western Province,Rutsiro,Cassava,66657.20879563753,27705880.08796692,132
2020,Western Province,Rutsiro,Irish potatoes,11052.44749006389,4557410.251211548,132
2020,Western Province,Rutsiro,Maize,91445.01462589894,35836360.2739685,132
2020,Western Province,Rutsiro,Tomatoes,6542.027334793255,4946106.307792664,132
